+--------------+----------------------+
|     Gene     | Number of Variations |
| NM_001287509 |          0           |
| NM_001287508 |          0           |
| NM_001287507 |          0           |
| NM_001287506 |          0           |
| NM_001287490 |          0           |
| NM_001287385 |          0           |
| NM_001287347 |          0           |
| NM_001287262 |          0           |
| NM_001287212 |          0           |
| NM_001286644 |          0           |
| NM_001286378 |          0           |
| NM_001286377 |          0           |
| NM_001286374 |          0           |
| NM_001286373 |          0           |
| NM_001286353 |          0           |
| NM_001286352 |          0           |
| NM_001286239 |          0           |
| NM_001286238 |          0           |
| NM_001286210 |          0           |
| NM_001286184 |          0           |
| NM_001286164 |          0           |
| NM_001286151 |          0           |
| NM_001286150 |          0           |
| NM_001286149 |          0           |
| NM_001286129 |          0           |
| NM_001286115 |          0           |
| NM_001286113 |          0           |
| NM_001286076 |          0           |
| NM_001286072 |          0           |
| NM_001286056 |          0           |
| NM_001286055 |          0           |
| NM_001286036 |          0           |
| NM_001286035 |          0           |
| NM_001284353 |          0           |
| NM_001284217 |          0           |
| NM_001282939 |          0           |
| NM_001282938 |          0           |
| NM_001282937 |          0           |
| NM_001282936 |          0           |
| NM_001282878 |          0           |
| NM_001282872 |          0           |
| NM_001282871 |          0           |
| NM_001282870 |          0           |
| NM_001282869 |          0           |
| NM_001282868 |          0           |
| NM_001282867 |          0           |
| NM_001282861 |          0           |
| NM_001282860 |          0           |
| NM_001282858 |          0           |
| NM_001282856 |          0           |
| NM_001282778 |          0           |
| NM_001282775 |          0           |
| NM_001282773 |          0           |
| NM_001282751 |          0           |
| NM_001282750 |          0           |
| NM_001282694 |          0           |
| NM_001282693 |          0           |
| NM_001282692 |          0           |
| NM_001282673 |          0           |
| NM_001282672 |          0           |
| NM_001282671 |          0           |
| NM_001282670 |          0           |
| NM_001282587 |          0           |
| NM_001282585 |          0           |
| NM_001282584 |          0           |
| NM_001282583 |          0           |
| NM_001282582 |          0           |
| NM_001282564 |          0           |
| NM_001282562 |          0           |
| NM_001282561 |          0           |
| NM_001282560 |          0           |
| NM_001282547 |          0           |
| NM_001282546 |          0           |
| NM_001282539 |          0           |
| NM_001282538 |          0           |
| NM_001282402 |          0           |
| NM_001282397 |          0           |
| NM_001282396 |          0           |
| NM_001282379 |          0           |
| NM_001282378 |          0           |
| NM_001282162 |          0           |
| NM_001281988 |          0           |
| NM_001281987 |          0           |
| NM_001281956 |          0           |
| NM_001281518 |          0           |
| NM_001281517 |          0           |
| NM_001281294 |          0           |
| NM_001281293 |          0           |
| NM_001280560 |          0           |
| NM_001280559 |          0           |
| NM_001278719 |          0           |
| NM_001278648 |          0           |
| NM_001278647 |          0           |
| NM_001278544 |          0           |
| NM_001278543 |          0           |
| NM_001278519 |          0           |
| NM_001278518 |          0           |
| NM_001278517 |          0           |
| NM_001278516 |          0           |
| NM_001278248 |          0           |
| NM_001278247 |          0           |
| NM_001278230 |          0           |
| NM_001278229 |          0           |
| NM_001278228 |          0           |
| NM_001278227 |          0           |
| NM_001278203 |          0           |
| NM_001278202 |          0           |
| NM_001278196 |          0           |
| NM_001278191 |          0           |
| NM_001278190 |          0           |
| NM_001278189 |          0           |
| NM_001278188 |          0           |
| NM_001278172 |          0           |
| NM_001278166 |          0           |
| NM_001278165 |          0           |
| NM_001278164 |          0           |
| NM_001278054 |          0           |
| NM_001277991 |          0           |
| NM_001277224 |          0           |
| NM_001277223 |          0           |
| NM_001277200 |          0           |
| NM_001277199 |          0           |
| NM_001277198 |          0           |
| NM_001277197 |          0           |
| NM_001277155 |          0           |
| NM_001276687 |          0           |
| NM_001276395 |          0           |
| NM_001276394 |          0           |
| NM_001276393 |          0           |
| NM_001276392 |          0           |
| NM_001276373 |          0           |
| NM_001276352 |          0           |
| NM_001276351 |          0           |
| NM_001276347 |          0           |
| NM_001276346 |          0           |
| NM_001276345 |          0           |
| NM_001276331 |          0           |
| NM_001276320 |          0           |
|  NM_001276   |          0           |
| NM_001272113 |          0           |
| NM_001272112 |          0           |
| NM_001272111 |          0           |
| NM_001272110 |          0           |
| NM_001272109 |          0           |
| NM_001272108 |          0           |
| NM_001272107 |          0           |
| NM_001272106 |          0           |
| NM_001272105 |          0           |
| NM_001272104 |          0           |
| NM_001272038 |          0           |
| NM_001272002 |          0           |
| NM_001272001 |          0           |
| NM_001272000 |          0           |
| NM_001271999 |          0           |
| NM_001271961 |          0           |
| NM_001271960 |          0           |
| NM_001271959 |          0           |
| NM_001271958 |          0           |
| NM_001271957 |          0           |
| NM_001271865 |          0           |
| NM_001271864 |          0           |
| NM_001271863 |          0           |
| NM_001271851 |          0           |
| NM_001271833 |          0           |
| NM_001271814 |          0           |
| NM_001271733 |          0           |
| NM_001271681 |          0           |
| NM_001271629 |          0           |
| NM_001271429 |          0           |
| NM_001271428 |          0           |
| NM_001271427 |          0           |
| NM_001271088 |          0           |
| NM_001271087 |          0           |
| NM_001271037 |          0           |
| NM_001271036 |          0           |
| NM_001271035 |          0           |
| NM_001270897 |          0           |
| NM_001270896 |          0           |
| NM_001270895 |          0           |
| NM_001270894 |          0           |
| NM_001270876 |          0           |
| NM_001270875 |          0           |
| NM_001270805 |          0           |
| NM_001270768 |          0           |
| NM_001270601 |          0           |
| NM_001270439 |          0           |
| NM_001270410 |          0           |
| NM_001270409 |          0           |
|  NM_001269   |          0           |
| NM_001267809 |          0           |
| NM_001267798 |          0           |
| NM_001267614 |          0           |
| NM_001267613 |          0           |
| NM_001267612 |          0           |
| NM_001267611 |          0           |
| NM_001267610 |          0           |
| NM_001267609 |          0           |
| NM_001267608 |          0           |
| NM_001265613 |          0           |
| NM_001265594 |          0           |
| NM_001265593 |          0           |
| NM_001265592 |          0           |
|  NM_001262   |          0           |
| NM_001261466 |          0           |
| NM_001261465 |          0           |
| NM_001261464 |          0           |
| NM_001261462 |          0           |
| NM_001261442 |          0           |
| NM_001261441 |          0           |
| NM_001261440 |          0           |
| NM_001261418 |          0           |
| NM_001261410 |          0           |
| NM_001261409 |          0           |
| NM_001261408 |          0           |
| NM_001261380 |          0           |
| NM_001258311 |          0           |
| NM_001258289 |          0           |
| NM_001258288 |          0           |
| NM_001258284 |          0           |
| NM_001257361 |          0           |
| NM_001257139 |          0           |
| NM_001256947 |          0           |
| NM_001256946 |          0           |
| NM_001256945 |          0           |
| NM_001256875 |          0           |
| NM_001256864 |          0           |
| NM_001256821 |          0           |
| NM_001256820 |          0           |
| NM_001256609 |          0           |
| NM_001256608 |          0           |
| NM_001256605 |          0           |
| NM_001256604 |          0           |
| NM_001256601 |          0           |
| NM_001256599 |          0           |
| NM_001256571 |          0           |
| NM_001256570 |          0           |
| NM_001256533 |          0           |
| NM_001256532 |          0           |
| NM_001256463 |          0           |
| NM_001256462 |          0           |
| NM_001256460 |          0           |
| NM_001256456 |          0           |
| NM_001256418 |          0           |
| NM_001256417 |          0           |
| NM_001256416 |          0           |
| NM_001256409 |          0           |
| NM_001256404 |          0           |
| NM_001256402 |          0           |
| NM_001256401 |          0           |
| NM_001256399 |          0           |
| NM_001256387 |          0           |
| NM_001256386 |          0           |
| NM_001256385 |          0           |
| NM_001256165 |          0           |
| NM_001256164 |          0           |
| NM_001256129 |          0           |
| NM_001256128 |          0           |
| NM_001256127 |          0           |
| NM_001256125 |          0           |
| NM_001256121 |          0           |
| NM_001256111 |          0           |
| NM_001256109 |          0           |
| NM_001256106 |          0           |
| NM_001256030 |          0           |
|  NM_001255   |          0           |
| NM_001254749 |          0           |
| NM_001254748 |          0           |
| NM_001253853 |          0           |
| NM_001253852 |          0           |
| NM_001253850 |          0           |
| NM_001253849 |          0           |
| NM_001253772 |          0           |
| NM_001253693 |          0           |
| NM_001252608 |          0           |
| NM_001252607 |          0           |
| NM_001252273 |          0           |
| NM_001252271 |          0           |
| NM_001252270 |          0           |
| NM_001252269 |          0           |
| NM_001252103 |          0           |
| NM_001252102 |          0           |
| NM_001252100 |          0           |
| NM_001251985 |          0           |
| NM_001251984 |          0           |
| NM_001251983 |          0           |
| NM_001251982 |          0           |
| NM_001251981 |          0           |
| NM_001251980 |          0           |
| NM_001251979 |          0           |
| NM_001251978 |          0           |
| NM_001251977 |          0           |
| NM_001245025 |          0           |
| NM_001244753 |          0           |
| NM_001244664 |          0           |
| NM_001243878 |          0           |
| NM_001243772 |          0           |
| NM_001243771 |          0           |
| NM_001243767 |          0           |
| NM_001243766 |          0           |
| NM_001243740 |          0           |
| NM_001243728 |          0           |
| NM_001243565 |          0           |
| NM_001243564 |          0           |
| NM_001243536 |          0           |
| NM_001243535 |          0           |
| NM_001243533 |          0           |
| NM_001243532 |          0           |
| NM_001243526 |          0           |
| NM_001243519 |          0           |
| NM_001243518 |          0           |
| NM_001243515 |          0           |
| NM_001243514 |          0           |
| NM_001243513 |          0           |
| NM_001243512 |          0           |
| NM_001243511 |          0           |
| NM_001243510 |          0           |
| NM_001243509 |          0           |
| NM_001243507 |          0           |
| NM_001243506 |          0           |
| NM_001243505 |          0           |
| NM_001243491 |          0           |
| NM_001243399 |          0           |
| NM_001243246 |          0           |
| NM_001243147 |          0           |
| NM_001243146 |          0           |
| NM_001242910 |          0           |
| NM_001242909 |          0           |
| NM_001242908 |          0           |
| NM_001242893 |          0           |
| NM_001242892 |          0           |
| NM_001242891 |          0           |
| NM_001242884 |          0           |
| NM_001242862 |          0           |
| NM_001242840 |          0           |
| NM_001242839 |          0           |
| NM_001242739 |          0           |
| NM_001242701 |          0           |
| NM_001242676 |          0           |
| NM_001242675 |          0           |
| NM_001242674 |          0           |
| NM_001242673 |          0           |
| NM_001242672 |          0           |
| NM_001242659 |          0           |
| NM_001242521 |          0           |
| NM_001242361 |          0           |
|  NM_001232   |          0           |
|  NM_001231   |          0           |
|  NM_001229   |          0           |
| NM_001206846 |          0           |
| NM_001206794 |          0           |
| NM_001206739 |          0           |
| NM_001206729 |          0           |
| NM_001206696 |          0           |
| NM_001206665 |          0           |
| NM_001206653 |          0           |
| NM_001206652 |          0           |
| NM_001206651 |          0           |
| NM_001206641 |          0           |
| NM_001206612 |          0           |
| NM_001206541 |          0           |
| NM_001206540 |          0           |
| NM_001206488 |          0           |
| NM_001206486 |          0           |
| NM_001206484 |          0           |
| NM_001205252 |          0           |
| NM_001205228 |          0           |
| NM_001204856 |          0           |
| NM_001204848 |          0           |
| NM_001204517 |          0           |
| NM_001204516 |          0           |
| NM_001204514 |          0           |
| NM_001204415 |          0           |
| NM_001204414 |          0           |
| NM_001204297 |          0           |
| NM_001204296 |          0           |
| NM_001204295 |          0           |
| NM_001204294 |          0           |
| NM_001204293 |          0           |
| NM_001204292 |          0           |
| NM_001204291 |          0           |
| NM_001204290 |          0           |
| NM_001204289 |          0           |
| NM_001204288 |          0           |
| NM_001204287 |          0           |
| NM_001204286 |          0           |
| NM_001204285 |          0           |
| NM_001204269 |          0           |
| NM_001204221 |          0           |
| NM_001204220 |          0           |
| NM_001204183 |          0           |
| NM_001204182 |          0           |
| NM_001204172 |          0           |
| NM_001204171 |          0           |
| NM_001204087 |          0           |
| NM_001204086 |          0           |
| NM_001204085 |          0           |
| NM_001204084 |          0           |
| NM_001202859 |          0           |
| NM_001202858 |          0           |
| NM_001202554 |          0           |
| NM_001202431 |          0           |
| NM_001202423 |          0           |
| NM_001202414 |          0           |
| NM_001202413 |          0           |
| NM_001201549 |          0           |
| NM_001201548 |          0           |
| NM_001201547 |          0           |
| NM_001201546 |          0           |
| NM_001201545 |          0           |
| NM_001201536 |          0           |
| NM_001201483 |          0           |
| NM_001201478 |          0           |
| NM_001201404 |          0           |
| NM_001201326 |          0           |
| NM_001201325 |          0           |
| NM_001200056 |          0           |
| NM_001200052 |          0           |
| NM_001200051 |          0           |
| NM_001200050 |          0           |
| NM_001200001 |          0           |
| NM_001199874 |          0           |
| NM_001199873 |          0           |
| NM_001199834 |          0           |
| NM_001199829 |          0           |
| NM_001199828 |          0           |
| NM_001199812 |          0           |
| NM_001199811 |          0           |
| NM_001199809 |          0           |
| NM_001199802 |          0           |
| NM_001199797 |          0           |
| NM_001199787 |          0           |
| NM_001199780 |          0           |
| NM_001199779 |          0           |
| NM_001199774 |          0           |
| NM_001199773 |          0           |
| NM_001199772 |          0           |
| NM_001199756 |          0           |
| NM_001199739 |          0           |
| NM_001199723 |          0           |
| NM_001199682 |          0           |
| NM_001199664 |          0           |
| NM_001199663 |          0           |
| NM_001199662 |          0           |
| NM_001199661 |          0           |
| NM_001199654 |          0           |
| NM_001199653 |          0           |
| NM_001199329 |          0           |
| NM_001199328 |          0           |
| NM_001199263 |          0           |
| NM_001199262 |          0           |
| NM_001199261 |          0           |
| NM_001199260 |          0           |
| NM_001199199 |          0           |
| NM_001199052 |          0           |
| NM_001199051 |          0           |
| NM_001199050 |          0           |
| NM_001199014 |          0           |
| NM_001199013 |          0           |
| NM_001199012 |          0           |
| NM_001198995 |          0           |
| NM_001198994 |          0           |
| NM_001198993 |          0           |
| NM_001198980 |          0           |
| NM_001198979 |          0           |
| NM_001198978 |          0           |
| NM_001198973 |          0           |
| NM_001198972 |          0           |
| NM_001198962 |          0           |
| NM_001198961 |          0           |
| NM_001198906 |          0           |
| NM_001198905 |          0           |
| NM_001198904 |          0           |
| NM_001198903 |          0           |
| NM_001198902 |          0           |
| NM_001198901 |          0           |
| NM_001198900 |          0           |
| NM_001198899 |          0           |
| NM_001198862 |          0           |
| NM_001198852 |          0           |
| NM_001198851 |          0           |
| NM_001198850 |          0           |
| NM_001198834 |          0           |
| NM_001198832 |          0           |
| NM_001198803 |          0           |
| NM_001198802 |          0           |
| NM_001198801 |          0           |
| NM_001198775 |          0           |
| NM_001198774 |          0           |
| NM_001198773 |          0           |
| NM_001198689 |          0           |
| NM_001198688 |          0           |
| NM_001198687 |          0           |
| NM_001197325 |          0           |
| NM_001197320 |          0           |
| NM_001195812 |          0           |
| NM_001195811 |          0           |
| NM_001195753 |          0           |
| NM_001195752 |          0           |
| NM_001195741 |          0           |
| NM_001195740 |          0           |
| NM_001195738 |          0           |
| NM_001195737 |          0           |
| NM_001195736 |          0           |
| NM_001195684 |          0           |
| NM_001195683 |          0           |
| NM_001195571 |          0           |
| NM_001195563 |          0           |
| NM_001195388 |          0           |
| NM_001195303 |          0           |
| NM_001195261 |          0           |
| NM_001195260 |          0           |
| NM_001195216 |          0           |
| NM_001195215 |          0           |
| NM_001195190 |          0           |
| NM_001195156 |          0           |
| NM_001195101 |          0           |
| NM_001195100 |          0           |
| NM_001195010 |          0           |
| NM_001195001 |          0           |
| NM_001194986 |          0           |
| NM_001194938 |          0           |
| NM_001194937 |          0           |
| NM_001193644 |          0           |
| NM_001193572 |          0           |
| NM_001193571 |          0           |
| NM_001193570 |          0           |
| NM_001193532 |          0           |
| NM_001193495 |          0           |
| NM_001193431 |          0           |
| NM_001193338 |          0           |
| NM_001193334 |          0           |
| NM_001193328 |          0           |
| NM_001193308 |          0           |
| NM_001193302 |          0           |
| NM_001193301 |          0           |
| NM_001193300 |          0           |
| NM_001193273 |          0           |
| NM_001193272 |          0           |
| NM_001191009 |          0           |
| NM_001191007 |          0           |
| NM_001191006 |          0           |
| NM_001191005 |          0           |
| NM_001190880 |          0           |
| NM_001190828 |          0           |
| NM_001190819 |          0           |
| NM_001190818 |          0           |
| NM_001190794 |          0           |
| NM_001190789 |          0           |
| NM_001190709 |          0           |
| NM_001190481 |          0           |
| NM_001190182 |          0           |
| NM_001185158 |          0           |
| NM_001185157 |          0           |
| NM_001185156 |          0           |
| NM_001185127 |          0           |
| NM_001185117 |          0           |
| NM_001185115 |          0           |
| NM_001185114 |          0           |
| NM_001185113 |          0           |
| NM_001185112 |          0           |
| NM_001185110 |          0           |
| NM_001185108 |          0           |
| NM_001185107 |          0           |
| NM_001185094 |          0           |
| NM_001185093 |          0           |
| NM_001185092 |          0           |
| NM_001184979 |          0           |
| NM_001184892 |          0           |
| NM_001184891 |          0           |
| NM_001184882 |          0           |
| NM_001184881 |          0           |
| NM_001184879 |          0           |
| NM_001184795 |          0           |
| NM_001184766 |          0           |
| NM_001184765 |          0           |
| NM_001184716 |          0           |
| NM_001184715 |          0           |
| NM_001184714 |          0           |
| NM_001178096 |          0           |
| NM_001178062 |          0           |
| NM_001178061 |          0           |
| NM_001174108 |          0           |
| NM_001174069 |          0           |
| NM_001173128 |          0           |
| NM_001172828 |          0           |
| NM_001172649 |          0           |
| NM_001172648 |          0           |
| NM_001172626 |          0           |
| NM_001172425 |          0           |
| NM_001172222 |          0           |
| NM_001172221 |          0           |
| NM_001172220 |          0           |
| NM_001172219 |          0           |
| NM_001172218 |          0           |
| NM_001171941 |          0           |
| NM_001171940 |          0           |
| NM_001171868 |          0           |
| NM_001171812 |          0           |
| NM_001171811 |          0           |
| NM_001171182 |          0           |
| NM_001170755 |          0           |
| NM_001170754 |          0           |
| NM_001170724 |          0           |
| NM_001170723 |          0           |
| NM_001170722 |          0           |
| NM_001170689 |          0           |
| NM_001170688 |          0           |
| NM_001170687 |          0           |
| NM_001170686 |          0           |
| NM_001170670 |          0           |
| NM_001170637 |          0           |
| NM_001170631 |          0           |
| NM_001170536 |          0           |
| NM_001170535 |          0           |
| NM_001168551 |          0           |
| NM_001168247 |          0           |
| NM_001168239 |          0           |
| NM_001168238 |          0           |
| NM_001168237 |          0           |
| NM_001168236 |          0           |
| NM_001167830 |          0           |
| NM_001167749 |          0           |
| NM_001167740 |          0           |
| NM_001167676 |          0           |
| NM_001166664 |          0           |
| NM_001166663 |          0           |
| NM_001166624 |          0           |
| NM_001166588 |          0           |
| NM_001166496 |          0           |
| NM_001166417 |          0           |
| NM_001166295 |          0           |
| NM_001166294 |          0           |
| NM_001166293 |          0           |
| NM_001166292 |          0           |
| NM_001166252 |          0           |
| NM_001166120 |          0           |
| NM_001166107 |          0           |
| NM_001166059 |          0           |
| NM_001166006 |          0           |
| NM_001164829 |          0           |
| NM_001164825 |          0           |
| NM_001164824 |          0           |
| NM_001164723 |          0           |
| NM_001164722 |          0           |
| NM_001164721 |          0           |
| NM_001164688 |          0           |
| NM_001164473 |          0           |
| NM_001164262 |          0           |
| NM_001164261 |          0           |
| NM_001164246 |          0           |
| NM_001164245 |          0           |
| NM_001163724 |          0           |
| NM_001163260 |          0           |
| NM_001163259 |          0           |
| NM_001163258 |          0           |
| NM_001162895 |          0           |
| NM_001162894 |          0           |
| NM_001162893 |          0           |
| NM_001162536 |          0           |
| NM_001162530 |          0           |
| NM_001162384 |          0           |
| NM_001162383 |          0           |
| NM_001161729 |          0           |
| NM_001161728 |          0           |
| NM_001161727 |          0           |
| NM_001161708 |          0           |
| NM_001161504 |          0           |
| NM_001161465 |          0           |
| NM_001161444 |          0           |
| NM_001161443 |          0           |
| NM_001161442 |          0           |
| NM_001161441 |          0           |
| NM_001161334 |          0           |
| NM_001160325 |          0           |
| NM_001160301 |          0           |
| NM_001160234 |          0           |
| NM_001160233 |          0           |
| NM_001160042 |          0           |
| NM_001159969 |          0           |
| NM_001159936 |          0           |
| NM_001159642 |          0           |
| NM_001159488 |          0           |
| NM_001159484 |          0           |
| NM_001159398 |          0           |
| NM_001159397 |          0           |
| NM_001159391 |          0           |
| NM_001159390 |          0           |
| NM_001159353 |          0           |
| NM_001159352 |          0           |
| NM_001146685 |          0           |
| NM_001146344 |          0           |
| NM_001146310 |          0           |
| NM_001146289 |          0           |
| NM_001146192 |          0           |
| NM_001146173 |          0           |
| NM_001146172 |          0           |
| NM_001146171 |          0           |
| NM_001146170 |          0           |
| NM_001146169 |          0           |
| NM_001145862 |          0           |
| NM_001145720 |          0           |
| NM_001145658 |          0           |
| NM_001145657 |          0           |
| NM_001145635 |          0           |
| NM_001145474 |          0           |
| NM_001145454 |          0           |
| NM_001145415 |          0           |
| NM_001145349 |          0           |
| NM_001145312 |          0           |
| NM_001145278 |          0           |
| NM_001145277 |          0           |
| NM_001145264 |          0           |
| NM_001145210 |          0           |
| NM_001144956 |          0           |
| NM_001144937 |          0           |
| NM_001144884 |          0           |
| NM_001144832 |          0           |
| NM_001144830 |          0           |
| NM_001144829 |          0           |
| NM_001144822 |          0           |
| NM_001144032 |          0           |
| NM_001143989 |          0           |
| NM_001143988 |          0           |
| NM_001143987 |          0           |
| NM_001143962 |          0           |
| NM_001143890 |          0           |
| NM_001143889 |          0           |
| NM_001143888 |          0           |
| NM_001143883 |          0           |
| NM_001143778 |          0           |
| NM_001143674 |          0           |
| NM_001142726 |          0           |
| NM_001142604 |          0           |
| NM_001142572 |          0           |
| NM_001142560 |          0           |
| NM_001142551 |          0           |
| NM_001142550 |          0           |
| NM_001142548 |          0           |
| NM_001142546 |          0           |
| NM_001142473 |          0           |
| NM_001142467 |          0           |
| NM_001142368 |          0           |
| NM_001141974 |          0           |
| NM_001141973 |          0           |
| NM_001136561 |          0           |
| NM_001136543 |          0           |
| NM_001136537 |          0           |
| NM_001136508 |          0           |
| NM_001136504 |          0           |
| NM_001136497 |          0           |
| NM_001136495 |          0           |
| NM_001136494 |          0           |
| NM_001136493 |          0           |
| NM_001136479 |          0           |
| NM_001136478 |          0           |
| NM_001136275 |          0           |
| NM_001136265 |          0           |
| NM_001136225 |          0           |
| NM_001136224 |          0           |
| NM_001136223 |          0           |
| NM_001136215 |          0           |
| NM_001136204 |          0           |
| NM_001136190 |          0           |
| NM_001136036 |          0           |
| NM_001136003 |          0           |
| NM_001136001 |          0           |
| NM_001136000 |          0           |
| NM_001135789 |          0           |
| NM_001135664 |          0           |
| NM_001135663 |          0           |
| NM_001135662 |          0           |
| NM_001135654 |          0           |
| NM_001135653 |          0           |
| NM_001135638 |          0           |
| NM_001135637 |          0           |
| NM_001135636 |          0           |
| NM_001135589 |          0           |
| NM_001135585 |          0           |
| NM_001135553 |          0           |
| NM_001135248 |          0           |
| NM_001135247 |          0           |
| NM_001135240 |          0           |
| NM_001135218 |          0           |
| NM_001135181 |          0           |
| NM_001135050 |          0           |
| NM_001134939 |          0           |
| NM_001134855 |          0           |
| NM_001134759 |          0           |
| NM_001134486 |          0           |
| NM_001134445 |          0           |
| NM_001134285 |          0           |
| NM_001130924 |          0           |
| NM_001130841 |          0           |
| NM_001130523 |          0           |
| NM_001130440 |          0           |
| NM_001130413 |          0           |
| NM_001130079 |          0           |
| NM_001130058 |          0           |
| NM_001130043 |          0           |
| NM_001130042 |          0           |
| NM_001130041 |          0           |
| NM_001130040 |          0           |
| NM_001128600 |          0           |
| NM_001128425 |          0           |
| NM_001128142 |          0           |
| NM_001127714 |          0           |
| NM_001127710 |          0           |
| NM_001127709 |          0           |
| NM_001127708 |          0           |
| NM_001127691 |          0           |
| NM_001127651 |          0           |
| NM_001127641 |          0           |
| NM_001127621 |          0           |
| NM_001127596 |          0           |
| NM_001127595 |          0           |
| NM_001127593 |          0           |
| NM_001127592 |          0           |
| NM_001127394 |          0           |
| NM_001127361 |          0           |
| NM_001127325 |          0           |
| NM_001127230 |          0           |
| NM_001127229 |          0           |
| NM_001127216 |          0           |
| NM_001127215 |          0           |
| NM_001127181 |          0           |
| NM_001126060 |          0           |
| NM_001126051 |          0           |
| NM_001126050 |          0           |
| NM_001126044 |          0           |
|  NM_001126   |          0           |
| NM_001123395 |          0           |
| NM_001123377 |          0           |
| NM_001123375 |          0           |
| NM_001123168 |          0           |
| NM_001123068 |          0           |
| NM_001122979 |          0           |
| NM_001122965 |          0           |
| NM_001122961 |          0           |
| NM_001122835 |          0           |
| NM_001122819 |          0           |
| NM_001122770 |          0           |
| NM_001122764 |          0           |
| NM_001115113 |          0           |
| NM_001114938 |          0           |
| NM_001114759 |          0           |
| NM_001114748 |          0           |
| NM_001114309 |          0           |
| NM_001114172 |          0           |
| NM_001114120 |          0           |
| NM_001114108 |          0           |
| NM_001113482 |          0           |
| NM_001113381 |          0           |
| NM_001113380 |          0           |
| NM_001113349 |          0           |
| NM_001113348 |          0           |
| NM_001113347 |          0           |
| NM_001113207 |          0           |
| NM_001113206 |          0           |
| NM_001113205 |          0           |
| NM_001111061 |          0           |
|  NM_001111   |          0           |
| NM_001110781 |          0           |
| NM_001105669 |          0           |
| NM_001105659 |          0           |
| NM_001105562 |          0           |
| NM_001105556 |          0           |
| NM_001105530 |          0           |
| NM_001105205 |          0           |
| NM_001105204 |          0           |
| NM_001105203 |          0           |
| NM_001103161 |          0           |
| NM_001103160 |          0           |
| NM_001102601 |          0           |
| NM_001102592 |          0           |
| NM_001102450 |          0           |
| NM_001102445 |          0           |
| NM_001102399 |          0           |
| NM_001102398 |          0           |
| NM_001102397 |          0           |
| NM_001102396 |          0           |
| NM_001101663 |          0           |
| NM_001101662 |          0           |
| NM_001100910 |          0           |
| NM_001100631 |          0           |
|  NM_001100   |          0           |
| NM_001099852 |          0           |
| NM_001099851 |          0           |
| NM_001099850 |          0           |
| NM_001099790 |          0           |
| NM_001099439 |          0           |
| NM_001099434 |          0           |
| NM_001098722 |          0           |
| NM_001098721 |          0           |
| NM_001098616 |          0           |
| NM_001098398 |          0           |
| NM_001098376 |          0           |
| NM_001097613 |          0           |
| NM_001097612 |          0           |
| NM_001097611 |          0           |
| NM_001097589 |          0           |
| NM_001093725 |          0           |
| NM_001089591 |          0           |
| NM_001085487 |          0           |
| NM_001085474 |          0           |
| NM_001085375 |          0           |
| NM_001083965 |          0           |
| NM_001083964 |          0           |
| NM_001083963 |          0           |
| NM_001083924 |          0           |
| NM_001081976 |          0           |
| NM_001080830 |          0           |
| NM_001080494 |          0           |
| NM_001080470 |          0           |
| NM_001080438 |          0           |
| NM_001080426 |          0           |
| NM_001080418 |          0           |
| NM_001079874 |          0           |
| NM_001079843 |          0           |
|  NM_001078   |          0           |
| NM_001077628 |          0           |
| NM_001077482 |          0           |
| NM_001077481 |          0           |
| NM_001077480 |          0           |
| NM_001077479 |          0           |
| NM_001077478 |          0           |
| NM_001077477 |          0           |
| NM_001077476 |          0           |
| NM_001077475 |          0           |
| NM_001077474 |          0           |
| NM_001077473 |          0           |
| NM_001077472 |          0           |
| NM_001077471 |          0           |
| NM_001077470 |          0           |
| NM_001077469 |          0           |
| NM_001077447 |          0           |
| NM_001077397 |          0           |
| NM_001077395 |          0           |
| NM_001077394 |          0           |
| NM_001077262 |          0           |
| NM_001077195 |          0           |
| NM_001048230 |          0           |
| NM_001048210 |          0           |
| NM_001048199 |          0           |
| NM_001048195 |          0           |
| NM_001048194 |          0           |
| NM_001048174 |          0           |
| NM_001048173 |          0           |
| NM_001048172 |          0           |
| NM_001048171 |          0           |
| NM_001048166 |          0           |
| NM_001047980 |          0           |
| NM_001044393 |          0           |
| NM_001044392 |          0           |
| NM_001044391 |          0           |
| NM_001044390 |          0           |
| NM_001043353 |          0           |
| NM_001043352 |          0           |
| NM_001043351 |          0           |
| NM_001042771 |          0           |
| NM_001042747 |          0           |
| NM_001042729 |          0           |
| NM_001042704 |          0           |
| NM_001042693 |          0           |
| NM_001042682 |          0           |
| NM_001042681 |          0           |
| NM_001042679 |          0           |
| NM_001042678 |          0           |
| NM_001042665 |          0           |
| NM_001042664 |          0           |
| NM_001042663 |          0           |
| NM_001042587 |          0           |
| NM_001042586 |          0           |
| NM_001042585 |          0           |
| NM_001042584 |          0           |
| NM_001042583 |          0           |
| NM_001042553 |          0           |
| NM_001042552 |          0           |
| NM_001042549 |          0           |
| NM_001042546 |          0           |
| NM_001042405 |          0           |
| NM_001042404 |          0           |
| NM_001040874 |          0           |
| NM_001040709 |          0           |
| NM_001040619 |          0           |
| NM_001040217 |          0           |
| NM_001039888 |          0           |
| NM_001039775 |          0           |
| NM_001039716 |          0           |
| NM_001039715 |          0           |
| NM_001039712 |          0           |
| NM_001039711 |          0           |
| NM_001039664 |          0           |
| NM_001039589 |          0           |
| NM_001039577 |          0           |
| NM_001039574 |          0           |
| NM_001039500 |          0           |
| NM_001039477 |          0           |
| NM_001039457 |          0           |
